match_id,team_id,team_name,team_side,player_id,player_name,player_position,metric_key,category,metric,value,secondary,denominator,percentage,display
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,goals,General,Goals,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,goalAssist,General,Assists,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,totalTackle,General,Tackles (won),0.0,0.0,,,0 (0)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,accuratePass,General,Accurate passes,28.0,,33.0,84.84848484848484,28/33 (85%)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,total_duels,General,Duels (won),2.0,2.0,,,2 (2)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,ground_duels_total,General,Ground duels (won),1.0,1.0,,,1 (1)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,aerial_duels_total,General,Aerial duels (won),1.0,1.0,,,1 (1)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,minutesPlayed,General,Minutes played,90.0,,,,90
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,goals,Attacking,Goals,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,totalShots,Attacking,Shots (on target),0.0,0.0,,,0 (0)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,shotOffTarget,Attacking,Shots off target,,,,,
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,blockedScoringAttempt,Attacking,Shots blocked,,,,,
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,expectedGoals,Attacking,Expected goals,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,goalAssist,Attacking,Assists,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,expectedAssists,Attacking,Expected assists,0.0,,,,0
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,keyPass,Attacking,Key passes,,,,,
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,totalContest,Attacking,Dribbles (successful),0.0,0.0,,,0 (0)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,touches,Attacking,Touches,47.0,,,,47
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,wasFouled,Attacking,Was fouled,1.0,,,,1
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,totalTackle,Defending,Tackles (won),0.0,0.0,,,0 (0)
14147351,6219,FK Jedinstvo Bijelo Polje,home,905682,Rijad Dzafic,G,interceptionWon,Defending,Interceptions,5.0,,,,5
