match_id,team_id,team_name,team_side,player_id,player_name,player_position,metric_key,category,metric,value,secondary,denominator,percentage,display
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,goals,General,Goals,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,goalAssist,General,Assists,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,totalTackle,General,Tackles (won),0.0,0.0,,,0 (0)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,accuratePass,General,Accurate passes,43.0,,46.0,93.47826086956522,43/46 (93%)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,total_duels,General,Duels (won),1.0,1.0,,,1 (1)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,ground_duels_total,General,Ground duels (won),0.0,0.0,,,0 (0)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,aerial_duels_total,General,Aerial duels (won),1.0,1.0,,,1 (1)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,minutesPlayed,General,Minutes played,90.0,,,,90
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,goals,Attacking,Goals,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,totalShots,Attacking,Shots (on target),0.0,0.0,,,0 (0)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,shotOffTarget,Attacking,Shots off target,,,,,
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,blockedScoringAttempt,Attacking,Shots blocked,,,,,
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,expectedGoals,Attacking,Expected goals,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,goalAssist,Attacking,Assists,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,expectedAssists,Attacking,Expected assists,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,keyPass,Attacking,Key passes,,,,,
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,totalContest,Attacking,Dribbles (successful),0.0,0.0,,,0 (0)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,touches,Attacking,Touches,51.0,,,,51
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,wasFouled,Attacking,Was fouled,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,totalTackle,Defending,Tackles (won),0.0,0.0,,,0 (0)
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,interceptionWon,Defending,Interceptions,,,,,
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,ballRecovery,Defending,Ball recoveries,8.0,,,,8
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,totalClearance,Defending,Clearances,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,outfielderBlock,Defending,Blocks,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,dispossessed,Defending,Dispossessed,,,,,
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,errorLeadToAShot,Defending,Errors leading to shot,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,ownGoals,Defending,Own goals,0.0,,,,0
14147333,6226,FK Dečić Tuzi,home,55668,Miloš Dragojević,G,accuratePass,Passing,Accurate passes,43.0,,46.0,93.47826086956522,43/46 (93%)
